,ita,list_of_words,male,female,neutral,associated_word
572,PRESTIGIATORE,MAGICIAN,0.1070969253778457,0.1169604361057281,0.0107421549037098,female
573,PRETE,PRIEST,0.1263307332992553,0.1231671422719955,0.0247900560498237,male
574,PROFESSIONALE,PROFESSIONAL,0.1888680756092071,0.1831126660108566,0.1453675478696823,male
575,PROFESSIONISTA,PROFESSIONAL,0.1888680756092071,0.1831126660108566,0.1453675478696823,male
576,PROFESSIONISTA DELLA PULIZIA DI CASA,PROFESSIONAL HOUSE CLEANING,0.1736603826284408,0.1739387661218643,0.1244712471961975,female
577,PROFESSORE,PROFESSOR,0.1637537777423858,0.151487722992897,0.0935597419738769,male
578,PROFESSORESSA,PROFESSOR,0.1637537777423858,0.151487722992897,0.0935597419738769,male
579,PROGETTARE,TO DESIGN,0.052083384245634,0.0472357273101806,0.0147290155291557,male
580,PROGETTISTA,DESIGNER,0.1056981086730957,0.1043769493699073,0.0374038256704807,male
581,PROGRAMMATORE,PROGRAMMER,0.1910003423690796,0.1588662713766098,0.0897555127739906,male
582,PROGRAMMATRICE,PROGRAMMER,0.1910003423690796,0.1588662713766098,0.0897555127739906,male
583,PROJECT MANAGER,PROJECT MANAGER,-0.0156073216348886,-0.030602466315031,0.0393910743296146,neutral
584,PSICHIATRA,PSYCHIATRIST,0.1327420771121978,0.1265477538108825,0.0783295631408691,male
585,PSICOLOGA,PSYCHOLOGIST,0.1509708166122436,0.1406466960906982,0.072489708662033,male
586,PSICOLOGO,PSYCHOLOGIST,0.1509708166122436,0.1406466960906982,0.072489708662033,male
587,PUGILE,BOXER,0.1950655877590179,0.154006227850914,0.0685159713029861,male
588,PULIRE,TO CLEAN,0.0712186396121978,0.0766610875725746,0.1223268881440162,neutral
589,PULIRE CASA,CLEAN HOUSE,0.032379325479269,0.0391199402511119,0.1245801225304603,neutral
590,PULITORE,CLEANER,0.0960786789655685,0.0901686996221542,0.1818746477365493,neutral
591,PULITRICE,CLEANER,0.0960786789655685,0.0901686996221542,0.1818746477365493,neutral
592,RAGAZZA,BOY,0.3317769467830658,0.2335417419672012,0.0959631204605102,male
593,RAGAZZINO,LITTLE BOY,0.1613554507493972,0.0964293330907821,0.0868621468544006,male
594,RAGAZZO,BOY,0.3317769467830658,0.2335417419672012,0.0959631204605102,male
595,RAGIONIERA,ACCOUNTANT,0.1081182807683944,0.1017763912677764,0.027187755331397,male
596,RAGIONIERE,ACCOUNTANT,0.1081182807683944,0.1017763912677764,0.027187755331397,male
597,RECRUITER,RECRUITERS,0.1263796687126159,0.0934132188558578,0.0473664067685604,male
598,REGISTA,MOVIE DIRECTOR,0.0766202434897422,0.0612500496208667,0.0479722842574119,male
599,RELAZIONANDOSI,RELATING,0.0251002982258796,-0.005590908229351,0.0680838748812675,neutral
600,RESPONSABILE,RESPONSIBLE,0.1042741388082504,0.0849604755640029,0.1416753083467483,neutral
601,RESTAURATRICE,RESTORER,0.1106848642230033,0.1158625110983848,0.0882937461137771,female
602,RICERCATORE,RESEARCHER,0.1853880584239959,0.1706322580575943,0.071644477546215,male
603,RICERCATRICE,RESEARCHER,0.1853880584239959,0.1706322580575943,0.071644477546215,male
604,RIDERE,LAUGH,0.0116386376321315,-0.0004674252413678,0.0225589200854301,neutral
605,RIORDINARE,REORDER,0.0186062417924404,0.0319975465536117,0.0106470314785838,female
606,RIORDINATORE,UNSORCERER,0.1265665590763092,0.1162322461605072,0.1999267786741256,neutral
607,RIORDINATRICE,UNSORCERER,0.1265665590763092,0.1162322461605072,0.1999267786741256,neutral
608,RIPARARE,REPAIR,-0.0254708044230937,-0.027070989832282,0.0855162888765335,neutral
609,RIPARARE TUTTO,FIX EVERYTHING,-0.0412340201437473,-0.0366800390183925,0.0651324614882469,neutral
610,RIPARATORE,REPAIRMAN,0.189001202583313,0.1436313241720199,0.1312838196754455,male
611,RIPARATORE DI COMPUTER,COMPUTER REPAIR,0.0126894181594252,-0.0023583557922393,0.0937526077032089,neutral
612,RIPARATRICE,REPAIRMAN,0.189001202583313,0.1436313241720199,0.1312838196754455,male
613,RIPARATUTTO,FIXES EVERYTHING,-0.0516318380832672,-0.0503456257283687,0.0574286878108978,neutral
614,ROMPERE,TO BREAK,0.0599318072199821,0.0804171934723854,0.1089697480201721,neutral
615,ROMPICOGLIONI,PAIN ASSHOLE,-0.0105556994676589,-0.0023592433426529,0.0226197522133588,neutral
616,ROMPIPALLE,BALL BREAKER,0.1571529954671859,0.1340201199054718,0.0291660409420728,male
617,ROMPISCATOLE,BUZZERS,0.1080900356173515,0.1056326478719711,0.0645914077758789,male
618,SACERDOTE,PRIEST,0.1263307332992553,0.1231671422719955,0.0247900560498237,male
619,SALTATRICE CON L'ASTA,POLE Vaulter,0.0681893080472946,0.0713989585638046,0.122673362493515,neutral
620,SALUMIERE,butcher,0.1855404675006866,0.1637276709079742,0.0001927279081428,male
621,SARTA,TAILOR,0.132078617811203,0.0952145680785179,-0.0073314472101628,male
622,SARTO,TAILOR,0.132078617811203,0.0952145680785179,-0.0073314472101628,male
623,SCACCHISTA,CHESS PLAYER,0.2223081588745117,0.2052755951881408,0.0817455723881721,male
624,SCALATORE,CLIMBER,0.1322015225887298,0.1156607493758201,0.0221031457185745,male
625,SCANSAFATICHE,Slackers,0.1447312831878662,0.1081958785653114,0.1033699959516525,male
626,SCEMO,FOOL,0.0475323908030986,0.0363284014165401,0.0492916777729988,neutral
627,SCENOGRAFA,SET DESIGNER,0.0510943308472633,0.06128890812397,0.0534969866275787,female
628,SCHIAVA,SLAVE,0.2065878510475158,0.1938234269618988,0.1068377792835235,male
629,SCIARE,SKI,0.0425954908132553,0.0467388592660427,0.0322489812970161,female
630,SCIATORE,SKIER,0.2182710319757461,0.1984452158212661,0.1280914694070816,male
631,SCIATRICE,SKIER,0.2182710319757461,0.1984452158212661,0.1280914694070816,male
632,SCIENZIATA,SCIENTIST,0.1323419660329818,0.1282547861337661,0.0638477280735969,male
633,SCIENZIATO,SCIENTIST,0.1323419660329818,0.1282547861337661,0.0638477280735969,male
634,SCOLARA,SCHOOLBOY,0.3419792056083679,0.287213534116745,0.1452963650226593,male
635,SCOLARETTO,SCHOOLKID,0.249505802989006,0.2223449200391769,0.1371119171380996,male
636,SCOLARO,SCHOOLBOY,0.3419792056083679,0.287213534116745,0.1452963650226593,male
637,SCONOSCIUTA,UNKNOWN,0.0739156305789947,0.0727263391017913,0.1373147219419479,neutral
638,SCONOSCIUTO,UNKNOWN,0.0739156305789947,0.0727263391017913,0.1373147219419479,neutral
639,SCOPARE,FUCK,0.0697585791349411,0.062577486038208,0.0109480740502476,male
640,SCRITTORE,WRITER,0.1129368767142295,0.1063614264130592,0.0432161726057529,male
641,SCRITTRICE,WRITER,0.1129368767142295,0.1063614264130592,0.0432161726057529,male
642,SCRIVERE,TO WRITE,0.0442070178687572,0.0418005883693695,0.0149965193122625,male
643,SCRIVERE AL COMPUTER,WRITE TO THE COMPUTER,0.0073978579603135,0.0087223015725612,0.0083028869703412,female
644,SCULTORE,SCULPTOR,0.1787079125642776,0.1724418401718139,0.0426455065608024,male
645,SEGRETARIA,SECRETARY,0.0768758207559585,0.105263277888298,0.0649729967117309,female
646,SEMPLIFICARE I PROBLEMI,SIMPLIFY PROBLEMS,-0.0372491776943206,-0.0326328054070472,0.0632146298885345,neutral
647,SERVA,SERVANT,0.1933016330003738,0.1887256950139999,0.0748904198408126,male
648,SERVETTO,SERVITE,0.2076433897018432,0.205662116408348,0.154559776186943,male
649,SESSISTA,SEXIST,0.3158140182495117,0.3307670950889587,0.1313546150922775,female
650,SFATICATO,LAZY,0.1034364476799964,0.0905732661485672,0.1349678933620453,neutral
651,SIGNORA,MAN,0.3863326907157898,0.2923872768878937,0.0862991362810134,male
652,SIGNORA DELLA CASA,LADY OF THE HOUSE,0.1942059397697448,0.2732018828392029,0.0595675371587276,female
653,SIGNORE,MAN,0.3863326907157898,0.2923872768878937,0.0862991362810134,male
654,SINDACA,MAYOR,0.1418826431035995,0.122831106185913,0.0797240808606147,male
655,SINDACO,MAYOR,0.1418826431035995,0.122831106185913,0.0797240808606147,male
656,SISTEMARE,TIDY UP,-0.0027553120162338,-0.0144581757485866,0.1157648563385009,neutral
657,SISTEMARE LA CASA,FIX THE HOUSE,-0.0412340201437473,-0.0366800390183925,0.0651324614882469,neutral
658,SISTEMARE LA MACCHINA,FIX THE MACHINE,-0.0412340201437473,-0.0366800390183925,0.0651324614882469,neutral
659,SISTEMARE LAMPADARIO,FIX CHANDELIER,-0.0412340201437473,-0.0366800390183925,0.0651324614882469,neutral
660,SMARTWORKER,SMARTWORKER,0.033611673861742,0.0273443311452865,0.0842037722468376,neutral
661,SOCCORRITRICE,RESCUER,0.1315778493881225,0.1237289234995842,0.0719298496842384,male
662,SOCIALIZZARE,SOCIALIZE,0.0374765023589134,0.0348803997039794,0.0521527230739593,neutral
663,SOCIO,PARTNER,0.1785488724708557,0.1798216551542282,0.1504460424184799,female
664,SOGGETTO,SUBJECT,0.1112988069653511,0.0902487635612487,0.1213728040456771,neutral
665,SOLDATO,SOLDIER,0.2145197093486786,0.178955852985382,0.1517080813646316,male
666,SOPPORTARMI,WITHSTAND ME,-0.000805526971817,0.0022116939071565,0.0651667937636375,neutral
667,SORELLA,SISTER,0.1460219174623489,0.2288892716169357,0.0829789191484451,female
668,SPACCIATORE,DRUG DEALER,0.0343343876302242,0.0166294183582067,0.0904107987880706,neutral
669,SPAZZINO,SCAVENGER,0.0981442853808403,0.0913560017943382,0.0287051443010568,male
670,SPECCHIARSI,MIRROR,0.0396200232207775,0.065605342388153,0.0179761704057455,female
671,SPELEOLOGA,SPELEOLOGIST,0.109296016395092,0.1135932132601738,0.0210506301373243,female
672,SPILLATRICE,STAPLER,0.0934038460254669,0.0831648036837577,0.000445638783276,male
673,SPORT,SPORT,0.1271041482686996,0.1400342583656311,0.0904627963900566,female
674,SPORTIVO,SPORTY,0.0845337137579917,0.0886159911751747,0.0646309107542038,female
675,SPOSA,GROOM,0.1508457064628601,0.1051896587014198,0.0612685643136501,male
676,SPOSO,GROOM,0.1508457064628601,0.1051896587014198,0.0612685643136501,male
677,STAGISTA,INTERN,0.1705676913261413,0.1658295542001724,0.080698512494564,male
678,STARE IN COPPIA,STAY AS A COUPLE,-0.0007278322591446,0.0183218121528625,0.0450161918997764,neutral
679,STATISTICA,STATISTICS,0.1395900249481201,0.1237702518701553,0.0031445531640201,male
680,STILISTA,STYLIST,0.1441299766302108,0.1348938047885894,0.014269271865487,male
681,STIRARE,PRESS,0.0643428862094879,0.0562506914138793,0.0285051651298999,male
682,STIRATRICE,IRONER,0.0990975573658943,0.0982376486063003,0.0718241780996322,male
683,STRONZO,ASSHOLE,0.1441945433616638,0.106850653886795,0.030126430094242,male
684,STUDENTE,STUDENT,0.2104004025459289,0.1863740533590316,0.098001554608345,male
685,STUDIARE,STUDY,0.0402119159698486,0.0471423044800758,0.0089278472587466,female
686,STUDIOSA,SCHOLAR,0.1678673177957534,0.1539404392242431,0.0742666870355606,male
687,STUDIOSO,SCHOLAR,0.1678673177957534,0.1539404392242431,0.0742666870355606,male
688,SUCCHIACAZZI,COCKSUCKER,0.1926288902759552,0.1622600704431533,0.0167899839580059,male
689,SUOCERA,FATHER IN LAW,0.1274860501289367,0.0537603162229061,0.0026625089813023,male
690,SUOCERO,FATHER IN LAW,0.1274860501289367,0.0537603162229061,0.0026625089813023,male
691,SUONARE,TO RING,0.0201930478215217,0.0164219550788402,-0.005411930847913,male
692,SUORA,NUN,0.1606968641281128,0.2286129146814346,0.185903862118721,female
693,SUPPORTER,SUPPORTERS,0.1578961312770843,0.1464458405971527,0.1491351574659347,male
694,SURFISTA,SURFIST,0.1460214257240295,0.1498876065015792,0.1101217865943908,female
695,SVILUPPATORE,DEVELOPER,0.1309537440538406,0.1173806712031364,0.0714498236775398,male
696,SVITARE I BULLONI DELLE RUOTE,UNSCREW THE WHEEL BOLTS,0.0067299483343958,0.0094805909320712,0.0865346118807792,neutral
697,TASSISTA,TAXI DRIVER,0.109778918325901,0.0745979323983192,0.0968111753463745,male
698,TECNICO,TECHNICAL,0.1016399711370468,0.0918020009994506,0.1458416134119033,neutral
699,TENNISTA,TENNIS PLAYER,0.1812109649181366,0.1804403513669967,0.1027871742844581,male
700,TENORE,TENOR,0.1864108443260193,0.1266355067491531,0.0522614382207393,male
701,TERAPEUTA,THERAPIST,0.1204752251505851,0.1385068744421005,0.0736094042658805,female
702,TERRORISTA,TERRORIST,0.1614754199981689,0.1618286371231079,0.1296383291482925,female
703,TESTER,TESTER,0.1758943945169448,0.1649152636528015,0.0562754198908805,male
704,TIPA,GUY,0.2541615664958954,0.1591818183660507,0.0725365430116653,male
705,TIPO,GUY,0.2541615664958954,0.1591818183660507,0.0725365430116653,male
706,TIPOGRAFO,PRINTER,0.0938026905059814,0.0682302862405777,0.0236462708562612,male
707,TIZIO,DUDE,0.305955022573471,0.226257175207138,0.0367574319243431,male
708,TRADUTTORE,TRANSLATOR,0.0972775071859359,0.1173085048794746,0.0292827431112527,female
709,TRAGHETTATORE,FERRYMAN,0.1985908150672912,0.1738077253103256,0.1250544041395187,male
710,TRANSGENDER,TRANSGENDER,0.360034167766571,0.4020420014858246,0.1188709735870361,female
711,TRUCCARSI,PUT ON MAKEUP,0.0234061013907194,0.0213150810450315,0.0758090168237686,neutral
712,TRUCCATRICE,MAKE UP ARTIST,0.0354363396763801,0.0299849361181259,0.0325223505496978,male
713,TUTORE,LEGAL GUARDIAN,0.0760569870471954,0.0786899179220199,0.0842826068401336,neutral
714,TUTTOFARE,HANDYMAN,0.1812338978052139,0.1353238970041275,0.1476459801197052,male
715,UMANA,HUMAN,0.2450713068246841,0.1956402659416198,0.0611105263233184,male
716,UMANO,HUMAN,0.2450713068246841,0.1956402659416198,0.0611105263233184,male
717,UOMO,MAN,0.3863326907157898,0.2923872768878937,0.0862991362810134,male
718,UOMO D'AFFARI,BUSINESS MAN,0.0662450864911079,0.0488950572907924,0.0728025734424591,neutral
719,UOMO DELLE PULIZIE,CLEANING MAN,0.0060544065199792,0.0087484549731016,0.1066876128315925,neutral
720,UOMO DI CASA,MAN OF THE HOUSE,0.3863326907157898,0.2923872768878937,0.0862991362810134,male
721,UOMO DI FAMIGLIA,FAMILY MAN,0.0607680082321167,0.048774417489767,0.0874055251479148,neutral
722,URBANISTA,URBANIST,0.2651247680187225,0.2455690801143646,0.1544234454631805,male
723,VANITOSA,VAIN,0.1375579684972763,0.1550219804048538,0.0850407555699348,female
724,VELISTA,SAILOR,0.1340483278036117,0.125500738620758,0.118942029774189,male
725,VENDITORE,SALESPERSON,0.187669575214386,0.1819915175437927,0.0603614412248134,male
726,VENDITRICE,SALESPERSON,0.187669575214386,0.1819915175437927,0.0603614412248134,male
727,VETERINARIA,VETERINARY,0.1302900314331054,0.1324320137500763,0.0641233623027801,female
728,VIAGGIATRICE,TRAVELER,0.1672453880310058,0.1483275443315506,0.0752617865800857,male
729,VICINA,NEAR,0.0154307689517736,-0.0028512992430478,0.1048560440540313,neutral
730,VICINO,NEAR,0.0154307689517736,-0.0028512992430478,0.1048560440540313,neutral
731,VIGILE DEL FUOCO,FIREMAN,0.1269853860139846,0.1023864150047302,0.0547957271337509,male
732,VIGILESSA,TRAFFIC WARDEN,0.0122494427487254,-0.0053082159720361,0.1094530895352363,neutral
733,VIOLINISTA,VIOLINIST,0.1740482300519943,0.209049567580223,0.0454332567751407,female
734,VIONCELLISTA,CELLIST,0.2007040381431579,0.2192733287811279,-0.0164443682879209,female
735,VOYEUR,VOYEUR,0.2588823437690735,0.2751666903495788,0.0725350305438041,female
736,WEBMARKETING,WEB MARKETING,0.0017173765227198,-0.0001766635105013,0.0113013982772827,neutral
737,ZIA,UNCLE,0.1526016294956207,0.1234203204512596,0.053948201239109,male
738,ZIO,UNCLE,0.1526016294956207,0.1234203204512596,0.053948201239109,male
739,ZOCCOLA,Slut,0.2074435204267501,0.262818694114685,0.0932628214359283,female
